,date,team,opponent,game_time,attendance,night_game,home
5,"Saturday, Apr 8 2017",SFG,SDP,2:24,"42,397",1,0
6,"Sunday, Apr 9 2017",SFG,SDP,2:57,"40,537",0,0
7,"Monday, Apr 10 2017",SFG,ARI,2:38,"42,129",0,1
8,"Tuesday, Apr 11 2017",SFG,ARI,3:18,"41,562",1,1
9,"Wednesday, Apr 12 2017",SFG,ARI,3:21,"41,656",1,1
10,"Thursday, Apr 13 2017",SFG,COL,2:50,"41,915",1,1
11,"Friday, Apr 14 2017",SFG,COL,2:49,"42,738",1,1
12,"Saturday, Apr 15 2017",SFG,COL,2:26,"42,371",0,1
13,"Sunday, Apr 16 2017",SFG,COL,2:46,"41,455",0,1
14,"Tuesday, Apr 18 2017",SFG,KCR,3:37,"20,863",1,0
15,"Wednesday, Apr 19 2017",SFG,KCR,2:28,"24,402",1,0
16,"Friday, Apr 21 2017",SFG,COL,2:59,"27,663",1,0
17,"Saturday, Apr 22 2017",SFG,COL,3:01,"39,239",1,0
18,"Sunday, Apr 23 2017",SFG,COL,2:46,"42,011",0,0
19,"Monday, Apr 24 2017",SFG,LAD,2:57,"41,399",1,1
20,"Tuesday, Apr 25 2017",SFG,LAD,2:59,"41,329",1,1
21,"Wednesday, Apr 26 2017",SFG,LAD,3:11,"41,573",1,1
22,"Thursday, Apr 27 2017",SFG,LAD,3:28,"41,580",0,1
23,"Friday, Apr 28 2017",SFG,SDP,2:26,"41,436",1,1
24,"Saturday, Apr 29 2017",SFG,SDP,3:32,"42,862",1,1
25,"Sunday, Apr 30 2017",SFG,SDP,3:23,"41,989",0,1
27,"Monday, May 1 2017",SFG,LAD,2:52,"44,606",1,0
28,"Tuesday, May 2 2017",SFG,LAD,3:23,"43,471",1,0
29,"Wednesday, May 3 2017",SFG,LAD,3:50,"50,215",1,0
30,"Friday, May 5 2017",SFG,CIN,3:15,"22,724",1,0
31,"Saturday, May 6 2017",SFG,CIN,2:46,"20,213",1,0
32,"Sunday, May 7 2017",SFG,CIN,2:28,"21,142",0,0
33,"Monday, May 8 2017",SFG,NYM,3:22,"28,453",1,0
34,"Tuesday, May 9 2017",SFG,NYM,2:38,"29,030",1,0
35,"Wednesday, May 10 2017",SFG,NYM,3:33,"31,066",0,0
36,"Thursday, May 11 2017",SFG,CIN,2:36,"41,193",1,1
37,"Friday, May 12 2017",SFG,CIN,5:28,"41,325",1,1
38,"Saturday, May 13 2017",SFG,CIN,2:33,"41,269",0,1
39,"Sunday, May 14 2017",SFG,CIN,2:55,"42,122",0,1
40,"Monday, May 15 2017",SFG,LAD,3:09,"41,397",1,1
41,"Tuesday, May 16 2017",SFG,LAD,2:47,"41,366",1,1
42,"Wednesday, May 17 2017",SFG,LAD,2:37,"41,588",0,1
43,"Friday, May 19 2017",SFG,STL,3:15,"44,548",1,0
44,"Saturday, May 20 2017",SFG,STL,3:42,"45,072",1,0
45,"Sunday, May 21 2017",SFG,STL,2:53,"47,533",0,0
46,"Monday, May 22 2017",SFG,CHC,2:59,"36,204",1,0
47,"Tuesday, May 23 2017",SFG,CHC,2:05,"32,905",1,0
48,"Wednesday, May 24 2017",SFG,CHC,3:05,"35,617",1,0
49,"Thursday, May 25 2017",SFG,CHC,2:33,"37,513",0,0
50,"Friday, May 26 2017",SFG,ATL,2:40,"41,326",1,1
51,"Saturday, May 27 2017",SFG,ATL,2:31,"41,355",1,1
52,"Sunday, May 28 2017",SFG,ATL,2:29,"42,343",0,1
53,"Monday, May 29 2017",SFG,WSN,3:03,"41,969",0,1
54,"Tuesday, May 30 2017",SFG,WSN,3:32,"41,266",1,1
55,"Wednesday, May 31 2017",SFG,WSN,2:45,"41,371",1,1
57,"Friday, Jun 2 2017",SFG,PHI,2:55,"22,491",1,0
58,"Saturday, Jun 3 2017",SFG,PHI,2:50,"32,413",0,0
59,"Sunday, Jun 4 2017",SFG,PHI,3:28,"25,063",0,0
60,"Monday, Jun 5 2017",SFG,MIL,3:05,"21,452",1,0
61,"Tuesday, Jun 6 2017",SFG,MIL,2:35,"21,214",1,0
62,"Wednesday, Jun 7 2017",SFG,MIL,2:41,"20,580",1,0
63,"Thursday, Jun 8 2017",SFG,MIL,4:22,"23,005",0,0
64,"Friday, Jun 9 2017",SFG,MIN,2:27,"41,046",1,1
65,"Saturday, Jun 10 2017",SFG,MIN,2:43,"41,255",0,1
66,"Sunday, Jun 11 2017",SFG,MIN,3:43,"41,321",0,1
67,"Tuesday, Jun 13 2017",SFG,KCR,2:38,"41,284",1,1
68,"Wednesday, Jun 14 2017",SFG,KCR,3:03,"41,144",0,1
69,"Thursday, Jun 15 2017",SFG,COL,3:55,"40,747",1,0
70,"Friday, Jun 16 2017",SFG,COL,3:09,"46,632",1,0
71,"Saturday, Jun 17 2017",SFG,COL,3:01,"48,035",0,0
72,"Sunday, Jun 18 2017",SFG,COL,3:16,"48,341",0,0
73,"Monday, Jun 19 2017",SFG,ATL,2:46,"24,723",1,0
74,"Tuesday, Jun 20 2017",SFG,ATL,2:56,"23,823",1,0
75,"Wednesday, Jun 21 2017",SFG,ATL,3:16,"25,771",1,0
76,"Thursday, Jun 22 2017",SFG,ATL,3:37,"25,521",1,0
77,"Friday, Jun 23 2017",SFG,NYM,3:13,"41,769",1,1
78,"Saturday, Jun 24 2017",SFG,NYM,2:52,"41,216",0,1
79,"Sunday, Jun 25 2017",SFG,NYM,3:44,"41,137",0,1
80,"Monday, Jun 26 2017",SFG,COL,3:22,"41,388",1,1
81,"Tuesday, Jun 27 2017",SFG,COL,4:45,"41,331",1,1
82,"Wednesday, Jun 28 2017",SFG,COL,3:05,"41,286",0,1
83,"Friday, Jun 30 2017",SFG,PIT,4:01,"26,407",1,0
85,"Saturday, Jul 1 2017",SFG,PIT,4:00,"27,247",0,0
86,"Sunday, Jul 2 2017",SFG,PIT,2:55,"32,144",0,0
87,"Tuesday, Jul 4 2017",SFG,DET,2:23,"32,514",0,0
88,"Wednesday, Jul 5 2017",SFG,DET,3:18,"26,613",1,0
89,"Thursday, Jul 6 2017",SFG,DET,2:38,"27,210",0,0
90,"Friday, Jul 7 2017",SFG,MIA,2:40,"41,510",1,1
91,"Saturday, Jul 8 2017",SFG,MIA,3:01,"41,480",1,1
92,"Sunday, Jul 9 2017",SFG,MIA,4:10,"41,516",0,1
93,"Friday, Jul 14 2017",SFG,SDP,3:27,"34,970",1,0
94,"Saturday, Jul 15 2017",SFG,SDP,2:53,"36,266",1,0
95,"Sunday, Jul 16 2017",SFG,SDP,2:39,"30,561",0,0
96,"Monday, Jul 17 2017",SFG,CLE,2:33,"39,538",1,1
97,"Tuesday, Jul 18 2017",SFG,CLE,3:04,"39,151",1,1
98,"Wednesday, Jul 19 2017",SFG,CLE,3:16,"41,067",0,1
99,"Thursday, Jul 20 2017",SFG,SDP,2:59,"41,166",1,1
100,"Friday, Jul 21 2017",SFG,SDP,4:46,"41,145",1,1
101,"Saturday, Jul 22 2017",SFG,SDP,3:57,"40,936",0,1
102,"Sunday, Jul 23 2017",SFG,SDP,2:48,"41,372",0,1
103,"Monday, Jul 24 2017",SFG,PIT,3:27,"40,030",1,1
104,"Tuesday, Jul 25 2017",SFG,PIT,3:10,"41,232",1,1
105,"Wednesday, Jul 26 2017",SFG,PIT,2:38,"41,038",0,1
106,"Friday, Jul 28 2017",SFG,LAD,2:39,"51,426",1,0
107,"Saturday, Jul 29 2017",SFG,LAD,2:43,"47,792",0,0
108,"Sunday, Jul 30 2017",SFG,LAD,3:54,"53,495",1,0
109,"Monday, Jul 31 2017",SFG,OAK,3:26,"38,391",1,0
111,"Tuesday, Aug 1 2017",SFG,OAK,2:41,"38,871",1,0
112,"Wednesday, Aug 2 2017",SFG,OAK,2:48,"40,635",1,1
113,"Thursday, Aug 3 2017",SFG,OAK,2:28,"39,883",1,1
114,"Friday, Aug 4 2017",SFG,ARI,2:39,"38,967",1,1
115,"Saturday, Aug 5 2017",SFG,ARI,3:38,"39,532",1,1
116,"Sunday, Aug 6 2017",SFG,ARI,3:03,"40,107",0,1
117,"Monday, Aug 7 2017",SFG,CHC,2:55,"40,462",1,1
118,"Tuesday, Aug 8 2017",SFG,CHC,2:44,"39,864",1,1
119,"Wednesday, Aug 9 2017",SFG,CHC,2:50,"41,099",0,1
120,"Saturday, Aug 12 2017",SFG,WSN,3:11,"32,344",1,0
121,"Sunday, Aug 13 (1) 2017",SFG,WSN,3:09,"30,866",0,0
122,"Sunday, Aug 13 (2) 2017",SFG,WSN,3:31,"29,085",1,0
123,"Monday, Aug 14 2017",SFG,MIA,2:44,"17,096",1,0
124,"Tuesday, Aug 15 2017",SFG,MIA,3:13,"21,694",1,0
125,"Wednesday, Aug 16 2017",SFG,MIA,2:49,"17,102",0,0
126,"Thursday, Aug 17 2017",SFG,PHI,2:47,"41,279",1,1
127,"Friday, Aug 18 2017",SFG,PHI,2:52,"39,487",1,1
128,"Saturday, Aug 19 2017",SFG,PHI,3:21,"40,719",1,1
129,"Sunday, Aug 20 2017",SFG,PHI,3:14,"39,921",0,1
130,"Monday, Aug 21 2017",SFG,MIL,2:45,"39,341",1,1
131,"Tuesday, Aug 22 2017",SFG,MIL,3:15,"39,523",1,1
132,"Wednesday, Aug 23 2017",SFG,MIL,3:08,"40,015",0,1
133,"Friday, Aug 25 2017",SFG,ARI,2:54,"31,924",1,0
134,"Saturday, Aug 26 2017",SFG,ARI,2:34,"25,709",1,0
135,"Sunday, Aug 27 2017",SFG,ARI,3:03,"23,210",0,0
136,"Monday, Aug 28 2017",SFG,SDP,2:31,"20,594",1,0
137,"Tuesday, Aug 29 2017",SFG,SDP,2:38,"19,631",1,0
138,"Wednesday, Aug 30 2017",SFG,SDP,3:02,"19,691",1,0
139,"Thursday, Aug 31 2017",SFG,STL,3:17,"40,783",1,1
141,"Friday, Sep 1 2017",SFG,STL,3:23,"37,797",1,1
142,"Saturday, Sep 2 2017",SFG,STL,2:58,"39,513",0,1
143,"Sunday, Sep 3 2017",SFG,STL,2:45,"39,784",0,1
144,"Monday, Sep 4 2017",SFG,COL,3:14,"28,300",0,0
145,"Tuesday, Sep 5 2017",SFG,COL,3:31,"24,245",1,0
146,"Wednesday, Sep 6 2017",SFG,COL,3:32,"26,674",1,0
147,"Friday, Sep 8 2017",SFG,CHW,3:07,"16,852",1,0
148,"Saturday, Sep 9 2017",SFG,CHW,2:52,"17,688",1,0
149,"Sunday, Sep 10 2017",SFG,CHW,2:47,"16,458",0,0
150,"Monday, Sep 11 2017",SFG,LAD,3:22,"40,409",1,1
151,"Tuesday, Sep 12 2017",SFG,LAD,3:29,"38,727",1,1
152,"Wednesday, Sep 13 2017",SFG,LAD,2:58,"38,866",1,1
153,"Friday, Sep 15 2017",SFG,ARI,2:26,"39,810",1,1
154,"Saturday, Sep 16 2017",SFG,ARI,2:32,"37,846",1,1
155,"Sunday, Sep 17 2017",SFG,ARI,2:55,"38,476",0,1
156,"Tuesday, Sep 19 2017",SFG,COL,2:57,"40,686",1,1
157,"Wednesday, Sep 20 2017",SFG,COL,2:52,"39,775",0,1
158,"Friday, Sep 22 2017",SFG,LAD,2:55,"51,159",1,0
159,"Saturday, Sep 23 2017",SFG,LAD,2:53,"51,093",1,0
160,"Sunday, Sep 24 2017",SFG,LAD,2:34,"46,774",0,0
161,"Monday, Sep 25 2017",SFG,ARI,3:09,"22,813",1,0
162,"Tuesday, Sep 26 2017",SFG,ARI,3:23,"27,487",1,0
163,"Wednesday, Sep 27 2017",SFG,ARI,3:20,"20,048",0,0
164,"Friday, Sep 29 2017",SFG,SDP,3:09,"39,863",1,1
165,"Saturday, Sep 30 2017",SFG,SDP,3:00,"40,394",0,1
167,"Sunday, Oct 1 2017",SFG,SDP,2:55,"38,847",0,1
0,"Monday, Apr 3 2017",OAK,LAA,2:56,"36,067",1,1
1,"Tuesday, Apr 4 2017",OAK,LAA,3:17,"11,225",1,1
2,"Wednesday, Apr 5 2017",OAK,LAA,3:15,"13,405",1,1
3,"Thursday, Apr 6 2017",OAK,LAA,2:44,"13,292",0,1
4,"Friday, Apr 7 2017",OAK,TEX,2:56,"34,235",1,0
5,"Saturday, Apr 8 2017",OAK,TEX,2:59,"44,410",1,0
6,"Sunday, Apr 9 2017",OAK,TEX,3:16,"36,905",0,0
7,"Monday, Apr 10 2017",OAK,KCR,2:50,"40,019",0,0
8,"Wednesday, Apr 12 2017",OAK,KCR,3:07,"24,380",1,0
9,"Thursday, Apr 13 2017",OAK,KCR,2:39,"22,160",1,0
10,"Friday, Apr 14 2017",OAK,HOU,3:07,"15,385",1,1
11,"Saturday, Apr 15 2017",OAK,HOU,3:55,"20,140",0,1
12,"Monday, Apr 17 2017",OAK,TEX,2:46,"10,406",1,1
13,"Tuesday, Apr 18 2017",OAK,TEX,2:48,"12,091",1,1
14,"Wednesday, Apr 19 2017",OAK,TEX,2:47,"14,031",0,1
15,"Thursday, Apr 20 2017",OAK,SEA,3:09,"10,707",1,1
16,"Friday, Apr 21 2017",OAK,SEA,2:51,"15,255",1,1
17,"Saturday, Apr 22 2017",OAK,SEA,3:07,"20,722",0,1
18,"Sunday, Apr 23 2017",OAK,SEA,3:11,"24,165",0,1
19,"Tuesday, Apr 25 2017",OAK,LAA,3:12,"30,124",1,0
20,"Wednesday, Apr 26 2017",OAK,LAA,3:30,"30,248",1,0
21,"Thursday, Apr 27 2017",OAK,LAA,2:30,"37,603",1,0
22,"Friday, Apr 28 2017",OAK,HOU,2:58,"28,472",1,0
23,"Saturday, Apr 29 2017",OAK,HOU,2:49,"32,147",1,0
24,"Sunday, Apr 30 2017",OAK,HOU,2:58,"34,880",0,0
26,"Tuesday, May 2 2017",OAK,MIN,2:48,"18,930",1,0
27,"Wednesday, May 3 2017",OAK,MIN,3:17,"18,658",1,0
28,"Thursday, May 4 2017",OAK,MIN,3:48,"19,247",0,0
29,"Friday, May 5 2017",OAK,DET,2:54,"17,519",1,1
30,"Saturday, May 6 2017",OAK,DET,3:28,"16,651",1,1
31,"Sunday, May 7 2017",OAK,DET,3:41,"23,227",0,1
32,"Monday, May 8 2017",OAK,LAA,3:06,"10,292",1,1
33,"Tuesday, May 9 2017",OAK,LAA,3:07,"11,383",1,1
34,"Wednesday, May 10 2017",OAK,LAA,2:55,"11,061",0,1
35,"Friday, May 12 2017",OAK,TEX,2:58,"35,625",1,0
36,"Saturday, May 13 2017",OAK,TEX,3:26,"37,898",1,0
37,"Sunday, May 14 2017",OAK,TEX,2:51,"35,157",0,0
38,"Monday, May 15 2017",OAK,SEA,3:14,"15,431",1,0
39,"Tuesday, May 16 2017",OAK,SEA,3:25,"13,955",1,0
40,"Wednesday, May 17 2017",OAK,SEA,2:39,"14,117",1,0
41,"Thursday, May 18 2017",OAK,BOS,3:09,"12,016",1,1
42,"Friday, May 19 2017",OAK,BOS,3:12,"24,728",1,1
43,"Saturday, May 20 2017",OAK,BOS,3:22,"20,235",0,1
44,"Sunday, May 21 2017",OAK,BOS,3:11,"20,691",0,1
45,"Tuesday, May 23 2017",OAK,MIA,3:46,"12,835",1,1
46,"Wednesday, May 24 2017",OAK,MIA,2:38,"19,738",0,1
47,"Friday, May 26 2017",OAK,NYY,3:09,"39,044",1,0
48,"Saturday, May 27 2017",OAK,NYY,3:14,"40,218",0,0
49,"Sunday, May 28 2017",OAK,NYY,3:09,"45,232",0,0
50,"Monday, May 29 2017",OAK,CLE,2:50,"20,792",0,0
51,"Tuesday, May 30 2017",OAK,CLE,2:58,"14,184",1,0
52,"Wednesday, May 31 2017",OAK,CLE,2:30,"16,784",1,0
54,"Thursday, Jun 1 2017",OAK,CLE,2:56,"19,767",0,0
55,"Friday, Jun 2 2017",OAK,WSN,3:15,"20,813",1,1
56,"Saturday, Jun 3 2017",OAK,WSN,3:33,"23,921",0,1
57,"Sunday, Jun 4 2017",OAK,WSN,3:12,"21,265",0,1
58,"Monday, Jun 5 2017",OAK,TOR,3:05,"12,890",1,1
59,"Tuesday, Jun 6 2017",OAK,TOR,2:45,"16,643",1,1
60,"Wednesday, Jun 7 2017",OAK,TOR,3:20,"15,076",0,1
61,"Friday, Jun 9 2017",OAK,TBR,3:16,"13,153",1,0
62,"Saturday, Jun 10 (1) 2017",OAK,TBR,3:56,,0,0
63,"Saturday, Jun 10 (2) 2017",OAK,TBR,3:06,"17,775",1,0
64,"Sunday, Jun 11 2017",OAK,TBR,3:26,"13,640",0,0
65,"Tuesday, Jun 13 2017",OAK,MIA,2:57,"19,953",1,0
66,"Wednesday, Jun 14 2017",OAK,MIA,3:31,"19,436",0,0
67,"Thursday, Jun 15 2017",OAK,NYY,4:29,"21,838",1,1
68,"Friday, Jun 16 2017",OAK,NYY,3:13,"30,184",1,1
69,"Saturday, Jun 17 2017",OAK,NYY,3:17,"31,418",0,1
70,"Sunday, Jun 18 2017",OAK,NYY,2:55,"34,140",0,1
71,"Monday, Jun 19 2017",OAK,HOU,2:56,"10,482",1,1
72,"Tuesday, Jun 20 2017",OAK,HOU,3:28,"15,362",1,1
73,"Wednesday, Jun 21 2017",OAK,HOU,3:06,"12,277",1,1
74,"Thursday, Jun 22 2017",OAK,HOU,3:24,"18,747",0,1
75,"Friday, Jun 23 2017",OAK,CHW,2:59,"25,370",1,0
76,"Saturday, Jun 24 2017",OAK,CHW,3:22,"38,618",0,0
77,"Sunday, Jun 25 2017",OAK,CHW,3:33,"28,089",0,0
78,"Tuesday, Jun 27 2017",OAK,HOU,3:30,"28,312",1,0
79,"Wednesday, Jun 28 2017",OAK,HOU,3:27,"34,075",1,0
80,"Thursday, Jun 29 2017",OAK,HOU,3:08,"29,509",0,0
81,"Friday, Jun 30 2017",OAK,ATL,2:45,"19,286",1,1
83,"Saturday, Jul 1 2017",OAK,ATL,3:16,"22,230",0,1
84,"Sunday, Jul 2 2017",OAK,ATL,4:11,"18,438",0,1
85,"Monday, Jul 3 2017",OAK,CHW,3:33,"40,019",1,1
86,"Tuesday, Jul 4 2017",OAK,CHW,3:09,"16,314",0,1
87,"Wednesday, Jul 5 2017",OAK,CHW,3:24,"13,813",0,1
88,"Thursday, Jul 6 2017",OAK,SEA,2:56,"18,368",1,0
89,"Friday, Jul 7 2017",OAK,SEA,2:39,"22,213",1,0
90,"Saturday, Jul 8 2017",OAK,SEA,2:54,"28,694",1,0
91,"Sunday, Jul 9 2017",OAK,SEA,2:39,"32,661",0,0
92,"Friday, Jul 14 2017",OAK,CLE,2:48,"19,870",1,1
93,"Saturday, Jul 15 2017",OAK,CLE,2:35,"33,021",1,1
94,"Sunday, Jul 16 2017",OAK,CLE,3:08,"25,509",0,1
95,"Monday, Jul 17 2017",OAK,TBR,2:48,"9,736",1,1
96,"Tuesday, Jul 18 2017",OAK,TBR,2:50,"15,231",1,1
97,"Wednesday, Jul 19 2017",OAK,TBR,3:08,"17,019",0,1
98,"Friday, Jul 21 2017",OAK,NYM,3:14,"26,969",1,0
99,"Saturday, Jul 22 2017",OAK,NYM,3:07,"39,629",1,0
100,"Sunday, Jul 23 2017",OAK,NYM,2:41,"29,037",0,0
101,"Monday, Jul 24 2017",OAK,TOR,2:37,"39,613",1,0
102,"Tuesday, Jul 25 2017",OAK,TOR,2:55,"40,624",1,0
103,"Wednesday, Jul 26 2017",OAK,TOR,2:51,"41,984",1,0
104,"Thursday, Jul 27 2017",OAK,TOR,3:28,"47,484",0,0
105,"Friday, Jul 28 2017",OAK,MIN,3:19,"17,727",1,1
106,"Saturday, Jul 29 2017",OAK,MIN,3:22,"27,047",1,1
107,"Sunday, Jul 30 2017",OAK,MIN,4:06,"16,790",0,1
108,"Monday, Jul 31 2017",OAK,SFG,3:26,"38,391",1,1
110,"Tuesday, Aug 1 2017",OAK,SFG,2:41,"38,871",1,1
111,"Wednesday, Aug 2 2017",OAK,SFG,2:48,"40,635",1,0
112,"Thursday, Aug 3 2017",OAK,SFG,2:28,"39,883",1,0
113,"Friday, Aug 4 2017",OAK,LAA,3:31,"43,330",1,0
114,"Saturday, Aug 5 2017",OAK,LAA,3:24,"39,180",1,0
115,"Sunday, Aug 6 2017",OAK,LAA,4:12,"38,278",0,0
116,"Tuesday, Aug 8 2017",OAK,SEA,3:20,"12,354",1,1
117,"Wednesday, Aug 9 2017",OAK,SEA,2:58,"14,989",0,1
118,"Thursday, Aug 10 2017",OAK,BAL,3:09,"11,386",1,1
119,"Friday, Aug 11 2017",OAK,BAL,2:48,"14,330",1,1
120,"Saturday, Aug 12 2017",OAK,BAL,3:20,"29,742",1,1
121,"Sunday, Aug 13 2017",OAK,BAL,2:33,"18,912",0,1
122,"Monday, Aug 14 2017",OAK,KCR,2:40,"9,848",1,1
123,"Tuesday, Aug 15 2017",OAK,KCR,3:16,"13,875",1,1
124,"Wednesday, Aug 16 2017",OAK,KCR,3:37,"15,239",0,1
125,"Friday, Aug 18 2017",OAK,HOU,2:47,"30,908",1,0
126,"Saturday, Aug 19 2017",OAK,HOU,2:47,"32,796",1,0
127,"Sunday, Aug 20 2017",OAK,HOU,3:17,"34,011",0,0
128,"Monday, Aug 21 2017",OAK,BAL,3:12,"16,020",1,0
129,"Tuesday, Aug 22 2017",OAK,BAL,3:16,"18,493",1,0
130,"Wednesday, Aug 23 2017",OAK,BAL,4:20,"20,072",0,0
131,"Friday, Aug 25 2017",OAK,TEX,2:26,"14,499",1,1
132,"Saturday, Aug 26 2017",OAK,TEX,3:21,"22,471",0,1
133,"Sunday, Aug 27 2017",OAK,TEX,3:20,"16,335",0,1
134,"Monday, Aug 28 2017",OAK,LAA,2:53,"33,719",1,0
135,"Tuesday, Aug 29 2017",OAK,LAA,2:53,"36,229",1,0
136,"Wednesday, Aug 30 2017",OAK,LAA,3:34,"36,022",1,0
138,"Friday, Sep 1 2017",OAK,SEA,2:32,"19,030",1,0
139,"Saturday, Sep 2 2017",OAK,SEA,3:37,"22,245",1,0
140,"Sunday, Sep 3 2017",OAK,SEA,3:21,"26,898",0,0
141,"Monday, Sep 4 2017",OAK,LAA,4:38,"14,571",0,1
142,"Tuesday, Sep 5 2017",OAK,LAA,4:12,"11,110",1,1
143,"Wednesday, Sep 6 2017",OAK,LAA,3:10,"10,544",0,1
144,"Friday, Sep 8 2017",OAK,HOU,3:06,"12,288",1,1
145,"Saturday, Sep 9 (1) 2017",OAK,HOU,3:42,,0,1
146,"Saturday, Sep 9 (2) 2017",OAK,HOU,2:48,"19,244",1,1
147,"Sunday, Sep 10 2017",OAK,HOU,3:48,"15,892",0,1
148,"Tuesday, Sep 12 2017",OAK,BOS,3:06,"34,355",1,0
149,"Wednesday, Sep 13 2017",OAK,BOS,3:07,"36,366",1,0
150,"Thursday, Sep 14 2017",OAK,BOS,3:19,"35,470",0,0
151,"Friday, Sep 15 2017",OAK,PHI,2:43,"24,061",1,0
152,"Saturday, Sep 16 2017",OAK,PHI,2:56,"24,290",1,0
153,"Sunday, Sep 17 2017",OAK,PHI,3:09,"28,054",0,0
154,"Monday, Sep 18 2017",OAK,DET,3:39,"23,895",1,0
155,"Tuesday, Sep 19 2017",OAK,DET,3:58,"23,460",1,0
156,"Wednesday, Sep 20 2017",OAK,DET,3:07,"26,913",0,0
157,"Friday, Sep 22 2017",OAK,TEX,2:37,"13,848",1,1
158,"Saturday, Sep 23 2017",OAK,TEX,2:38,"38,034",1,1
159,"Sunday, Sep 24 2017",OAK,TEX,2:45,"18,601",0,1
160,"Monday, Sep 25 2017",OAK,SEA,2:22,"9,329",1,1
161,"Tuesday, Sep 26 2017",OAK,SEA,2:45,"13,513",1,1
162,"Wednesday, Sep 27 2017",OAK,SEA,2:50,"13,132",0,1
163,"Thursday, Sep 28 2017",OAK,TEX,2:50,"41,664",1,0
164,"Friday, Sep 29 2017",OAK,TEX,2:54,"28,459",1,0
165,"Saturday, Sep 30 2017",OAK,TEX,3:14,"32,759",1,0
167,"Sunday, Oct 1 2017",OAK,TEX,2:37,"33,961",0,0
0,"Monday, Apr 3 2017",NYM,ATL,3:13,"44,384",0,1
1,"Wednesday, Apr 5 2017",NYM,ATL,3:51,"28,113",1,1
2,"Thursday, Apr 6 2017",NYM,ATL,2:28,"23,100",1,1
3,"Friday, Apr 7 2017",NYM,MIA,3:06,"27,891",1,1
4,"Saturday, Apr 8 2017",NYM,MIA,3:25,"33,936",1,1
5,"Sunday, Apr 9 2017",NYM,MIA,2:44,"27,420",1,1
6,"Monday, Apr 10 2017",NYM,PHI,2:59,"33,359",1,0
7,"Tuesday, Apr 11 2017",NYM,PHI,3:38,"28,659",1,0
8,"Wednesday, Apr 12 2017",NYM,PHI,3:13,"28,272",1,0
9,"Thursday, Apr 13 2017",NYM,MIA,5:38,"23,192",1,0
10,"Friday, Apr 14 2017",NYM,MIA,3:26,"24,194",1,0
11,"Saturday, Apr 15 2017",NYM,MIA,2:30,"25,137",1,0
12,"Sunday, Apr 16 2017",NYM,MIA,2:58,"20,028",0,0
13,"Tuesday, Apr 18 2017",NYM,PHI,3:58,"23,536",1,1
14,"Wednesday, Apr 19 2017",NYM,PHI,2:37,"22,243",1,1
15,"Thursday, Apr 20 2017",NYM,PHI,3:14,"24,656",1,1
16,"Friday, Apr 21 2017",NYM,WSN,3:43,"34,773",1,1
17,"Saturday, Apr 22 2017",NYM,WSN,3:01,"42,145",0,1
18,"Sunday, Apr 23 2017",NYM,WSN,2:43,"27,044",1,1
19,"Wednesday, Apr 26 2017",NYM,ATL,3:19,"22,819",1,1
20,"Thursday, Apr 27 2017",NYM,ATL,2:56,"23,243",0,1
21,"Friday, Apr 28 2017",NYM,WSN,3:24,"34,562",1,0
22,"Saturday, Apr 29 2017",NYM,WSN,3:17,"36,501",0,0
23,"Sunday, Apr 30 2017",NYM,WSN,3:37,"36,806",0,0
25,"Monday, May 1 2017",NYM,ATL,3:00,"21,668",1,0
26,"Tuesday, May 2 2017",NYM,ATL,2:55,"21,359",1,0
27,"Wednesday, May 3 2017",NYM,ATL,3:34,"22,656",1,0
28,"Friday, May 5 2017",NYM,MIA,3:14,"25,618",1,1
29,"Saturday, May 6 2017",NYM,MIA,2:48,"33,339",1,1
30,"Sunday, May 7 2017",NYM,MIA,2:40,"39,197",0,1
31,"Monday, May 8 2017",NYM,SFG,3:22,"28,453",1,1
32,"Tuesday, May 9 2017",NYM,SFG,2:38,"29,030",1,1
33,"Wednesday, May 10 2017",NYM,SFG,3:33,"31,066",0,1
34,"Friday, May 12 2017",NYM,MIL,3:08,"28,306",1,0
35,"Saturday, May 13 2017",NYM,MIL,3:27,"33,849",1,0
36,"Sunday, May 14 2017",NYM,MIL,3:33,"30,623",0,0
37,"Monday, May 15 2017",NYM,ARI,3:02,"15,988",1,0
38,"Tuesday, May 16 2017",NYM,ARI,2:52,"17,471",1,0
39,"Wednesday, May 17 2017",NYM,ARI,3:30,"19,842",0,0
40,"Friday, May 19 2017",NYM,LAA,2:53,"36,542",1,1
41,"Saturday, May 20 2017",NYM,LAA,3:37,"37,264",1,1
42,"Sunday, May 21 2017",NYM,LAA,3:17,"39,501",0,1
43,"Tuesday, May 23 2017",NYM,SDP,2:56,"24,337",1,1
44,"Wednesday, May 24 2017",NYM,SDP,3:28,"23,933",1,1
45,"Thursday, May 25 2017",NYM,SDP,3:16,"24,131",1,1
46,"Friday, May 26 2017",NYM,PIT,2:57,"29,408",1,0
47,"Saturday, May 27 2017",NYM,PIT,3:33,"31,658",1,0
48,"Sunday, May 28 2017",NYM,PIT,3:13,"21,828",1,0
49,"Monday, May 29 2017",NYM,MIL,2:50,"34,830",0,1
50,"Tuesday, May 30 2017",NYM,MIL,4:24,"24,457",1,1
51,"Wednesday, May 31 2017",NYM,MIL,3:17,"26,517",1,1
53,"Thursday, Jun 1 2017",NYM,MIL,3:02,"35,123",0,1
54,"Friday, Jun 2 2017",NYM,PIT,3:18,"33,047",1,1
